id;fecha;importe;TIPO_PAGO;CONCEPTO;id_poliza;id_compania;NRO_RECIBO;fechaVencimiento
349;08/04/2008;61,58;P;CUOTA 9;192;;9
350;06/05/2008;61,58;P;CUOTA 10;192;;10
351;12/02/2008;55,02;P;CUOTA  1;178;;1
352;14/03/2008;55,02;P;CUOTA 2;178;;2
353;08/04/2008;55,02;P;CUOTA 3;178;;3
354;06/05/2008;55,02;P;CUOTA 4;178;;4
355;07/01/2008;141,33;P;CUOTA   1;193;;1
356;12/02/2008;141,34;P;CUOTA 2;193;;2
357;14/03/2008;141,34;P;CUOTA 3;193;;3
358;08/04/2008;141,34;P;CUOTA 4;193;;4
359;06/05/2008;141,34;P;CUOTA 5;193;;5
360;07/01/2008;220,85001;P;CUOTA 3;296;;3
361;12/02/2008;220,85001;P;CUOTA 4;296;;4
362;14/03/2008;220,85001;P;CUOTA 5;296;;5
363;08/04/2008;220,85001;P;CUOTA 6;296;;6
364;12/02/2008;190,21001;P;CUOTA 1;297;;1
365;14/03/2008;190,21001;P;CUOTA 2;297;;2
366;08/04/2008;190,21001;P;CUOTA 3;297;;3
367;06/05/2008;190,21001;P;CUOTA 4;297;;4
368;29/04/2008;185,3;P;CUOTA 1;11;;1
369;14/02/2008;85;P;CUOTA 1;147;;1
370;28/03/2008;82,45;P;CUOTA 2;147;;2
371;29/04/2008;82,45;P;CUOTA 3;147;;3
372;15/04/2008;355;P;CUOTA 1;205;;1
373;10/01/2008;339;P;CUOTA 10;204;;10
374;07/02/2008;339;P;CUOTA 11;204;;11
375;28/02/2008;339;P;CUOTA 12;204;;12
376;10/01/2008;307;P;CUOTA 10;202;;10
377;07/02/2008;307;P;CUOTA 11;202;;11
378;28/02/2008;307;P;CUOTA 12;202;;12
379;15/04/2008;313;P;CUOTA 1;203;;1
458;16/01/2008;183,2;P;CUOTA 4;150;;4
743;13/06/2008;105;P;CUOTA 1;460;;1
744;13/06/2008;105;P;CUOTA 1;461;;1
745;19/05/2008;161;P;CUOTA 3;233;;3
746;25/06/2008;161;P;CUOTA 4;233;;4
3147;11/08/2009;256;P;CUOTA 1;1163;;1
3148;11/08/2009;264,14001;P;CUOTA 1;1165;;1
3149;10/08/2009;203,46001;P;CUOTA 6;966;;6
3150;28/07/2009;112,34;P;CUOTA 6;967;;6
380;27/03/2008;157,57001;P;CUOTA 1;233;;1
381;25/04/2008;161;P;CUOTA 2;233;;2
382;20/02/2008;129;P;CUOTA 1;180;;1
383;27/03/2008;129;P;CUOTA 2;180;;2
384;20/04/2008;129;P;CUOTA 3;180;;3
385;09/04/2008;158,24001;P;CUOTA 1;270;;1
386;08/05/2008;158;P;CUOTA 2;270;;2
387;08/05/2008;77,3;P;CUOTA 5;79;;5
388;08/05/2008;80;P;CUOTA 3;78;;3
389;08/05/2008;165;P;CUOTA 6;75;;6
390;08/05/2008;78;P;CUOTA 4;35;;4
391;08/05/2008;71,5;P;CIOTA 6;43;;6
392;30/04/2008;176,89999;P;CUOTA 1;10;;1
393;22/04/2008;285,47;P;CUOTA 1;302;;1
394;18/04/2008;220,45;P;CUOTA 1;299;;1
395;07/02/2008;217,62;P;CUOTA 1;300;;1
396;28/02/2008;217,63;P;CUOTA 2;300;;2
397;30/04/2008;217,63;P;CUOTA 3;300;;3
398;22/01/2008;66,85;P;CUOTA 6;304;;6
399;29/02/2008;79,38;P;CUOTA 1;301;;1
400;29/02/2008;79;P;CUOTA 2;301;;2
401;11/04/2008;79;P;CUOTA 3;301;;3
402;06/05/2008;79;P;CUOTA 4;301;;4
403;20/02/2008;201,37;P;CUOTA 5;303;;5
404;20/02/2008;201,37;P;CUOTA 6;303;;6
405;14/01/2008;113;P;CUOTA 8;298;;8
406;20/02/2008;113;P;CUOTA  9;298;;9
407;26/03/2008;113;P;CUOTA 10;298;;10
408;22/04/2008;113;P;CUOTA 11;298;;11
409;18/01/2008;150;P;cuota 4;305;;4
410;13/02/2008;150;P;CUOTA 5;305;;5
411;01/04/2008;150;P;CUOTA 6;305;;6
412;10/01/2008;129;P;CUOTA 4;153;;4
413;12/02/2008;129;P;CUOTA 5;153;;5
414;28/03/2008;129;P;CUOTA 6;153;;6
